region,division,school_id,school_name,province,legislative_district,municipality,barangay,entity_name,type_of_ownership,ownership,buildable_space,dimension,scope_of_work,total_classrooms,classroom_requirement,estimated_classroom_shortage
CAR,Abra,305098,Manabo NHS (San Jose Catacdegan NHS),ABRA,Abra Lone,MANABO,SAN JOSE SUR,DEPED,TD-TAX DECLARATION,With Ownership,Yes with buildable space,27m x 15m,2 storey 4 classrooms with school furniture,25,33,8
CAR,Abra,135000,Manabo Pilot ES,ABRA,Abra Lone,MANABO,AYYENG (POB.),DEPED,OCT-SP,With Ownership,Yes with buildable space,27m x 15m,2 storey 4 classrooms with school furniture,20,14,0
CAR,Abra,135005,San Jose ES,ABRA,Abra Lone,MANABO,SAN JOSE SUR,DEPED,TD-TAX DECLARATION,With Ownership,Yes with buildable space,27m x 15m,2 storey 4 classrooms with school furniture,9,7,0
CAR,Abra,135006,San Ramon ES,ABRA,Abra Lone,MANABO,SAN RAMON WEST,DEPED,DOD-DEED OF DONATION,With Ownership,Yes with buildable space,27m x 15m,2 storey 4 classrooms with school furniture,12,9,0
CAR,Abra,135007,Sapdaan Elementary School,ABRA,Abra Lone,MANABO,AYYENG (POB.),DEPED,TD-TAX DECLARATION,With Ownership,No buildable space,,,4,7,3
CAR,Abra,135009,Sto. Tomas Barrio School,ABRA,Abra Lone,MANABO,SANTO TOMAS,DEPED,TD-TAX DECLARATION,With Ownership,No buildable space,,,5,4,0
CAR,Abra,135120,Dumayco Primary School,ABRA,Abra Lone,PEÑARRUBIA,DUMAYCO,DEPED,OCT-SP,With Ownership,Yes with buildable space,25 x 15,1 storey 2 classrooms,7,7,0
CAR,Abra,135121,Lusuac ES,ABRA,Abra Lone,PEÑARRUBIA,LUSUAC,DEPED,OCT-SP,With Ownership,Yes with buildable space,0,1UNIT/s-1STY2CL,7,7,0
CAR,Abra,135122,Malamsit Elementary School,ABRA,Abra Lone,PEÑARRUBIA,MALAMSIT (PAU-MALAMSIT),DEPED,TD-TAX DECLARATION,With Ownership,No buildable space,,,6,5,0
CAR,Abra,135125,Namarabar ES,ABRA,Abra Lone,PEÑARRUBIA,NAMARABAR,DEPED,TD-TAX DECLARATION,With Ownership,Yes with buildable space,27m x 15m,2 storey 4 classrooms with school furniture,9,7,0
CAR,Abra,135130,Sta. Rosa Elementary School,ABRA,Abra Lone,PEÑARRUBIA,SANTA ROSA,DEPED,OCT-SP,With Ownership,Yes with buildable space,25 x 15,2 storey 4 classrooms,4,4,0
CAR,Abra,135132,Arab ES,ABRA,Abra Lone,PIDIGAN,ARAB,DEPED,OCT-SP,With Ownership,Yes but with demolition,0,1UNIT/s-2STY4CL,9,7,0
CAR,Abra,135134,Casilagan ES,ABRA,Abra Lone,PIDIGAN,ALINAYA,DEPED,TD-TAX DECLARATION,With Ownership,Yes with buildable space,27m x 15m,2 storey 4 classrooms with school furniture,3,7,4
CAR,Abra,135135,Garreta ES,ABRA,Abra Lone,PIDIGAN,GARRETA,DEPED,OCT-SP,With Ownership,Yes with buildable space,0,1UNIT/s-2STY4CL,6,7,1
CAR,Abra,135141,Pidigan CS,ABRA,Abra Lone,PIDIGAN,POBLACION EAST,DEPED,OCT-SP,With Ownership,Yes with buildable space,27m x 15m,2 storey 4 classrooms with school furniture,17,16,0
CAR,Abra,135143,San Diego ES,ABRA,Abra Lone,PIDIGAN,SAN DIEGO,DEPED,OCT-SP,With Ownership,Yes with buildable space,0,1UNIT/s-3STY6CL,5,6,1
CAR,Abra,135145,Sulbec ES,ABRA,Abra Lone,PIDIGAN,SULBEC,DEPED,TD-TAX DECLARATION,With Ownership,No buildable space,,,4,4,0
CAR,Abra,305101,Suyo National High School,ABRA,Abra Lone,PIDIGAN,SUYO (MALIDONG),DEPED,OCT-SP,With Ownership,Yes with buildable space,27m x 15m,2 storey 4 classrooms with school furniture,23,27,4
CAR,Abra,135149,Bolbolo ES,ABRA,Abra Lone,PILAR,BOLBOLO,DEPED,OCT-SP,With Ownership,No buildable space,,,7,7,0
CAR,Abra,305077,Bolbolo NHS,ABRA,Abra Lone,PILAR,BOLBOLO,DEPED,DOD-DEED OF DONATION,With Ownership,No buildable space,,,5,6,1
CAR,Abra,135152,Dalit ES,ABRA,Abra Lone,PILAR,DALIT,DEPED,OCT-SP,With Ownership,No buildable space,,,9,7,0
CAR,Abra,305083,Dalit National High School,ABRA,Abra Lone,PILAR,DALIT,DEPED,OCT-SP,With Ownership,Yes with buildable space,0,1UNIT/s-1STY2CL,14,13,0
CAR,Abra,135153,Dintan ES,ABRA,Abra Lone,PILAR,DINTAN,DEPED,OCT-SP,With Ownership,Yes but with demolition,0,1UNIT/s-2STY4CL,6,4,0
CAR,Abra,135154,GAPANG ES,ABRA,Abra Lone,PILAR,GAPANG,DEPED,TD-TAX DECLARATION,With Ownership,Yes with buildable space,27m x 15m,1 storey 2 classrooms with schoolfurniture,8,5,0
CAR,Abra,135155,Kinabiti ES,ABRA,Abra Lone,PILAR,KINABITI,DEPED,OCT-SP,With Ownership,Yes with buildable space,0,1UNIT/s-1STY2CL,7,7,0
CAR,Abra,137045,MODESTO-LUZ DEFIESTA PRIMARY SCHOOL,ABRA,Abra Lone,PILAR,NANANGDUAN,DEPED,DOD-DEED OF DONATION,With Ownership,Yes with buildable space,27m x 15m,1 storey 2 classrooms with schoolfurniture and solar power,1,3,2
CAR,Abra,135159,Nagcanasan ES,ABRA,Abra Lone,PILAR,NAGCANASAN,DEPED,TD-TAX DECLARATION,With Ownership,Yes with buildable space,27m x 15m,1 storey 2 classrooms with schoolfurniture,4,4,0
CAR,Abra,135160,Ocup PS,ABRA,Abra Lone,PILAR,OCUP,DEPED,OCT-SP,With Ownership,Yes with buildable space,0,1UNIT/s-1STY2CL,3,3,0
CAR,Abra,135161,Pang-ot ES,ABRA,Abra Lone,PILAR,PANG-OT,DEPED,TD-TAX DECLARATION,With Ownership,Yes with buildable space,27m x 15m,1 storey 2 classrooms with schoolfurniture,9,5,0
CAR,Abra,135163,Pilar CS,ABRA,Abra Lone,PILAR,POBLACION,DEPED,OCT-SP,With Ownership,Yes with buildable space,0,1UNIT/s-2STY4CL,14,9,0
CAR,Abra,305093,Pilar Rural High School,ABRA,Abra Lone,PILAR,POBLACION,DEPED,OCT-ORIGINAL CERTIFICATE OF TITLE,With Ownership,Yes with buildable space,36m x 15m,3 storey 9 classrooms with school furniture and solar power,24,19,1
CAR,Abra,135164,San Juan ES,ABRA,Abra Lone,PILAR,SAN JUAN EAST,DEPED,OCT-SP,With Ownership,Yes with buildable space,0,1UNIT/s-2STY4CL,9,7,0
CAR,Abra,218516,South Balioag PS,ABRA,Abra Lone,PILAR,SOUTH BALIOAG,DEPED,TD-TAX DECLARATION,With Ownership,No buildable space,,,2,3,1
CAR,Abra,135168,Abas ES,ABRA,Abra Lone,SALLAPADAN,SACCAANG,DEPED,TD-TAX DECLARATION,With Ownership,No buildable space,,,8,6,0
CAR,Abra,305074,Abas NHS,ABRA,Abra Lone,SALLAPADAN,SACCAANG,DEPED,OCT-SP,With Ownership,Yes with buildable space,25 x 15,2 storey 4 classrooms,9,6,0
CAR,Abra,135170,Bantay Primary School,ABRA,Abra Lone,SALLAPADAN,MAGUYEPYEP,DEPED,TD-TAX DECLARATION,With Ownership,Yes with buildable space,27m x 15m,1 storey 2 classrooms with schoolfurniture,2,3,1
CAR,Abra,135173,Bilabila ES,ABRA,Abra Lone,SALLAPADAN,BILABILA,DEPED,TD-TAX DECLARATION,With Ownership,Yes with buildable space,27m x 15m,2 storey 4 classrooms with school furniture and slope protection,7,5,0
CAR,Abra,135184,Gangal Elementary School,ABRA,Abra Lone,SALLAPADAN,GANGAL (POB.),DEPED,OCT-SP,With Ownership,Yes with buildable space,0,1UNIT/s-2STY4CL,7,6,0
CAR,Abra,135186,Lam-aoan PS,ABRA,Abra Lone,SALLAPADAN,BAZAR,DEPED,TD-TAX DECLARATION,With Ownership,No buildable space,,,2,3,1
CAR,Abra,501343,Maguyepyep Integrated School,ABRA,Abra Lone,SALLAPADAN,MAGUYEPYEP,DEPED,OCT-SP,With Ownership,Yes with buildable space,25 x 15,3 storey 6 classrooms with laboratory,12,11,0
CAR,Abra,109752,MANICBEL PRIMARY SCHOOL,ABRA,Abra Lone,SALLAPADAN,UD-UDIAO,DEPED,TD-TAX DECLARATION,With Ownership,No buildable space,,,2,3,1
CAR,Abra,135190,Naguilian ES,ABRA,Abra Lone,SALLAPADAN,NAGUILIAN,DEPED,OCT-SP,With Ownership,Yes with buildable space,25 x 15,2 storey 4 classrooms with slope protection and site leveling,6,5,0
CAR,Abra,135191,Nangas-Asan PS,ABRA,Abra Lone,SALLAPADAN,UD-UDIAO,DEPED,TD-TAX DECLARATION,With Ownership,No buildable space,,,2,3,1
CAR,Abra,135193,Sallapadan Bo. ES,ABRA,Abra Lone,SALLAPADAN,SALLAPADAN,DEPED,TD-TAX DECLARATION,With Ownership,Yes with buildable space,0,1UNIT/s-2STY4CL,3,4,1
CAR,Abra,135194,Sal-lapadan CS,ABRA,Abra Lone,SALLAPADAN,SUBUSOB,DEPED,OCT-SP,With Ownership,Yes with buildable space,25 x 15,1 storey 2 classrooms,8,6,0
CAR,Abra,135119,Dalimag ES,ABRA,Abra Lone,SAN ISIDRO,CABAYOGAN,DEPED,OCT-SP,With Ownership,No buildable space,,,7,7,0
CAR,Abra,135123,Manayday ES,ABRA,Abra Lone,SAN ISIDRO,MANAYDAY,DEPED,OCT-SP,With Ownership,Yes with buildable space,25 x 15,2 storey 4 classrooms,6,6,0
CAR,Abra,135124,Maoay PS,ABRA,Abra Lone,SAN ISIDRO,SAN MARCIAL,DEPED,OCT-SP,With Ownership,Yes with buildable space,0,1UNIT/s-1STY2CL,2,4,2
CAR,Abra,135126,Olo ES,ABRA,Abra Lone,SAN ISIDRO,SABTAN-OLO,DEPED,OCT-SP,With Ownership,Yes with buildable space,0,1UNIT/s-2STY4CL,4,4,0
CAR,Abra,135128,San Isidro CS,ABRA,Abra Lone,SAN ISIDRO,LANGBABAN,DEPED,OCT-SP,With Ownership,Yes with buildable space,25 x 15,2 storey 4 classrooms,11,8,0
CAR,Abra,135129,San Marcial ES,ABRA,Abra Lone,SAN ISIDRO,SAN MARCIAL,DEPED,OCT-SP,With Ownership,Yes with buildable space,0,1UNIT/s-1STY2CL,8,4,0
CAR,Abra,135131,Turod ES,ABRA,Abra Lone,SAN ISIDRO,TANGBAO,DEPED,OCT-SP,With Ownership,No buildable space,,,6,4,0
CAR,Abra,135197,Alimosgan ES,ABRA,Abra Lone,SAN JUAN,ABUALAN,DEPED,OCT-SP,With Ownership,Yes with buildable space,25 x 15,2 storey 4 classrooms,10,7,0
CAR,Abra,135201,Baug PS,ABRA,Abra Lone,SAN JUAN,BA-UG,DEPED,TD-TAX DECLARATION,With Ownership,No buildable space,,,3,6,3
CAR,Abra,135204,Cabcaburao ES,ABRA,Abra Lone,SAN JUAN,CABCABORAO,DEPED,TD-TAX DECLARATION,With Ownership,Yes with buildable space,27m x 15m,2 storey 4 classrooms with school furniture,7,7,0
CAR,Abra,135207,Colabaoan PS,ABRA,Abra Lone,SAN JUAN,COLABAOAN,DEPED,OCT-SP,With Ownership,Yes with buildable space,25 x 15,1 storey 2 classrooms,1,2,1
CAR,Abra,135209,Daoidao ES,ABRA,Abra Lone,SAN JUAN,DAOIDAO,DEPED,OCT-SP,With Ownership,Yes with buildable space,25 x 15,2 storey 4 classrooms,10,7,0
CAR,Abra,135213,Lam-Ag ES,ABRA,Abra Lone,SAN JUAN,LAM-AG,DEPED,TD-TAX DECLARATION,With Ownership,Yes with buildable space,27m x 15m,2 storey 4 classrooms with school furniture,13,9,0
CAR,Abra,305091,Northern Abra NHS,ABRA,Abra Lone,SAN JUAN,LAM-AG,DEPED,TD-TAX DECLARATION,With Ownership,No buildable space,,,32,30,1
CAR,Abra,135221,Quidaoen ES,ABRA,Abra Lone,SAN JUAN,QUIDAOEN,DEPED,TD-TAX DECLARATION,With Ownership,No buildable space,,,9,7,0
CAR,Abra,305095,Quidaoen NHS,ABRA,Abra Lone,SAN JUAN,QUIDAOEN,DEPED,TD-TAX DECLARATION,With Ownership,Yes with buildable space,27m x 15m,2 storey 4 classrooms with school furniture,6,7,1
CAR,Abra,135223,San Juan CS,ABRA,Abra Lone,SAN JUAN,POBLACION SOUTH,DEPED,OCT-SP,With Ownership,Yes with buildable space,27m x 15m,2 storey 4 classrooms with school furniture,12,9,0
CAR,Abra,135224,Silet ES,ABRA,Abra Lone,SAN JUAN,SILET,DEPED,OCT-SP,With Ownership,Yes with buildable space,0,1UNIT/s-2STY4CL,8,6,0
CAR,Abra,135225,Supiil ES,ABRA,Abra Lone,SAN JUAN,SUPI-IL,DEPED,OCT-SP,With Ownership,Yes with buildable space,27m x 15m,2 storey 4 classrooms with school furniture,8,7,0
CAR,Abra,135140,Palang PS,ABRA,Abra Lone,SAN QUINTIN,PALANG,DEPED,OCT-SP,With Ownership,No buildable space,,,5,3,0
CAR,Abra,218511,Pantoc ES,ABRA,Abra Lone,SAN QUINTIN,PANTOC,DEPED,DOD-DEED OF DONATION,With Ownership,Yes with buildable space,27m x 15m,2 storey 4 classrooms with school furniture,3,4,1
CAR,Abra,135144,San Quintin CS,ABRA,Abra Lone,SAN QUINTIN,POBLACION,DEPED,OCT-SP,With Ownership,Yes with buildable space,0,1UNIT/s-2STY4CL,11,7,0
CAR,Abra,305099,San Quintin NHS,ABRA,Abra Lone,SAN QUINTIN,POBLACION,DEPED,OCT-SP,With Ownership,No buildable space,,,19,12,0
CAR,Abra,135148,Villa Mercedes ES,ABRA,Abra Lone,SAN QUINTIN,VILLA MERCEDES,DEPED,TD-TAX DECLARATION,With Ownership,No buildable space,,,9,7,0
CAR,Abra,500518,An-anaao Integrated School,ABRA,Abra Lone,TAYUM,BUDAC,DEPED,OCT-SP,With Ownership,No buildable space,,,15,21,6
CAR,Abra,135012,Bagalay Elementary School,ABRA,Abra Lone,TAYUM,BAGALAY,DEPED,OCT-SP,With Ownership,Yes with buildable space,0,1UNIT/s-2STY4CL,10,7,0
CAR,Abra,135013,Basbasa ES,ABRA,Abra Lone,TAYUM,BASBASA,DEPED,OCT-SP,With Ownership,Yes with buildable space,25 x 15,2 storey 4 classrooms,7,7,0
CAR,Abra,135014,Bumagcat ES,ABRA,Abra Lone,TAYUM,BUMAGCAT,DEPED,OCT-SP,With Ownership,No buildable space,,,7,7,0
CAR,Abra,135018,Don Marcos Rosales ES,ABRA,Abra Lone,TAYUM,PATUCANNAY,DEPED,OCT-SP,With Ownership,Yes with buildable space,27m x 15m,2 storey 4 classrooms with school furniture,13,12,0
CAR,Abra,135024,Tayum Central School,ABRA,Abra Lone,TAYUM,POBLACION,DEPED,OCT-SP,With Ownership,Yes with buildable space,27m x 15m,2 storey 4 classrooms with school furniture,25,20,0
CAR,Abra,135025,Velasco ES,ABRA,Abra Lone,TAYUM,VELASCO,DEPED,OCT-SP,With Ownership,Yes but with demolition,0,1UNIT/s-2STY4CL,11,8,0
CAR,Abra,135196,Alawa Elementary school,ABRA,Abra Lone,TINEG,ALAOA,DEPED,TD-TAX DECLARATION,With Ownership,Yes with buildable space,27m x 15m,1 storey 2 classrooms with schoolfurniture and solar power,2,4,2
CAR,Abra,135198,Anayan Elementary School,ABRA,Abra Lone,TINEG,ANAYAN,DEPED,TD-TAX DECLARATION,With Ownership,Yes with buildable space,27m x 15m,1 storey 2 classrooms with schoolfurniture and solar power,5,4,0
CAR,Abra,135203,Belaat Elementary School,ABRA,Abra Lone,TINEG,BELAAT,DEPED,TD-TAX DECLARATION,With Ownership,Yes with buildable space,27m x 15m,1 storey 2 classrooms with schoolfurniture and solar power,3,4,1
CAR,Abra,135205,Caganayan ES,ABRA,Abra Lone,TINEG,CAGANAYAN,DEPED,TD-TAX DECLARATION,With Ownership,Yes with buildable space,27m x 15m,1 storey 2 classrooms with schoolfurniture and solar power,7,7,0
CAR,Abra,305079,Caganayan NHS,ABRA,Abra Lone,TINEG,CAGANAYAN,DEPED,TD-TAX DECLARATION,With Ownership,Yes with buildable space,36m x 15m,"1 storey 3 classrooms with school furniture, slope protection and solar power",2,6,4
CAR,Abra,135206,Cogon Elementary School,ABRA,Abra Lone,TINEG,COGON,DEPED,TD-TAX DECLARATION,With Ownership,Yes with buildable space,27m x 15m,1 storey 2 classrooms with schoolfurniture and solar power,4,4,0
CAR,Abra,135211,Laba PS,ABRA,Abra Lone,TINEG,LAPAT-BALANTAY,DEPED,TD-TAX DECLARATION,With Ownership,Yes with buildable space,27m x 15m,1 storey 2 classrooms with schoolfurniture and solar power,2,4,2
CAR,Abra,135216,Makingag Elementary School,ABRA,Abra Lone,TINEG,LANEC,DEPED,TD-TAX DECLARATION,With Ownership,Yes with buildable space,27m x 15m,1 storey 2 classrooms with schoolfurniture and solar power,3,4,1
CAR,Abra,501106,NAGLIBACAN INTEGRATED SCHOOL,ABRA,Abra Lone,TINEG,NAGLIBACAN,DEPED,TD-TAX DECLARATION,With Ownership,Yes with buildable space,27m x 15m,1 storey 2 classrooms with schoolfurniture and solar power,5,7,2
CAR,Abra,305104,Tineg National High School,ABRA,Abra Lone,TINEG,POBLACION (AGSIMAO),DEPED,DOD-DEED OF DONATION,With Ownership,No buildable space,,,8,7,0
CAR,Abra,135087,Alangtin Elementary School,ABRA,Abra Lone,TUBO,ALANGTIN,DEPED,OCT-SP,With Ownership,No buildable space,,,8,4,0
CAR,Abra,135089,Amtuagan ES,ABRA,Abra Lone,TUBO,AMTUAGAN,DEPED,OCT-SP,With Ownership,Yes with buildable space,25 x 15,2 storey 4 classrooms,6,4,0
CAR,Abra,135093,Batayan PS,ABRA,Abra Lone,TUBO,ALANGTIN,DEPED,OCT-SP,With Ownership,Yes with buildable space,25 x 15,1 storey 2 classrooms with slope protection and demolition of structure (all wood),5,3,0
CAR,Abra,135095,Caocaoayan PS,ABRA,Abra Lone,TUBO,TIEMPO,DEPED,OCT-SP,With Ownership,Yes with buildable space,25 x 15,1 storey 2 classrooms,1,2,1
CAR,Abra,135096,Dacuag PS,ABRA,Abra Lone,TUBO,TIEMPO,DEPED,OCT-SP,With Ownership,No buildable space,,,1,2,1
CAR,Abra,135097,Dilong ES,ABRA,Abra Lone,TUBO,DILONG,DEPED,TD-TAX DECLARATION,With Ownership,No buildable space,,,7,4,0
CAR,Abra,305084,Dilong National High School,ABRA,Abra Lone,TUBO,DILONG,DEPED,TD-TAX DECLARATION,With Ownership,Yes with buildable space,27m x 15m,1 storey 2 classrooms with schoolfurniture and solar power,7,6,0
CAR,Abra,135100,Kili ES,ABRA,Abra Lone,TUBO,KILI,DEPED,TD-TAX DECLARATION,With Ownership,Yes with buildable space,27m x 15m,1 storey 2 classrooms with schoolfurniture and solar power,4,4,0
CAR,Abra,135101,Likowan PS,ABRA,Abra Lone,TUBO,AMTUAGAN,DEPED,TD-TAX DECLARATION,With Ownership,Yes with buildable space,27m x 15m,1 storey 2 classrooms with schoolfurniture and solar power,2,4,2
CAR,Abra,135110,Supo ES,ABRA,Abra Lone,TUBO,SUPO,DEPED,OCT-SP,With Ownership,Yes but with demolition,0,1UNIT/s-2STY4CL,7,5,0
CAR,Abra,305100,Supo NHS,ABRA,Abra Lone,TUBO,SUPO,DEPED,OCT-SP,With Ownership,Yes with buildable space,0,1UNIT/s-2STY4CL,8,6,0
CAR,Abra,135113,Tiempo ES,ABRA,Abra Lone,TUBO,TIEMPO,DEPED,OCT-SP,With Ownership,Yes with buildable space,25 x 15,2 storey 4 classrooms with slope protection and demolition of existing structure,10,6,0
CAR,Abra,305103,Tiempo NHS,ABRA,Abra Lone,TUBO,TIEMPO,DEPED,TD-TAX DECLARATION,With Ownership,No buildable space,,,9,6,0
CAR,Abra,135115,Tubo CS,ABRA,Abra Lone,TUBO,POBLACION (MAYABO),DEPED,TD-TAX DECLARATION,With Ownership,No buildable space,,,8,4,0
CAR,Abra,135118,Wayangan ES,ABRA,Abra Lone,TUBO,WAYANGAN,DEPED,OCT-SP,With Ownership,Yes with buildable space,25 x 15,2 storey 4 classrooms with slope protection and demolition of existing structure,5,4,0
CAR,Abra,135150,Bol-lilising Elementary School,ABRA,Abra Lone,VILLAVICIOSA,BOL-LILISING,DEPED,OCT-SP,With Ownership,Yes with buildable space,0,1UNIT/s-1STY2CL,2,4,2
CAR,Abra,135151,Cal-lao ES,ABRA,Abra Lone,VILLAVICIOSA,CAL-LAO,DEPED,TD-TAX DECLARATION,With Ownership,Yes with buildable space,27m x 15m,1 storey 2 classrooms with schoolfurniture and solar power,7,5,0
CAR,Abra,135156,Lagaosian Elementary School,ABRA,Abra Lone,VILLAVICIOSA,CAL-LAO,DEPED,TD-TAX DECLARATION,With Ownership,No buildable space,,,3,4,1
CAR,Abra,501105,LUMABA INTEGRATED SCHOOL,ABRA,Abra Lone,VILLAVICIOSA,AP-APAYA,DEPED,OCT-SP,With Ownership,Yes with buildable space,0,1UNIT/s-2STY4CL,10,11,1
CAR,Abra,501104,Tuquib Integrated School,ABRA,Abra Lone,VILLAVICIOSA,TUQUIB,DEPED,OCT-SP,With Ownership,Yes with buildable space,0,1UNIT/s-2STY4CL,8,10,2
CAR,Abra,135167,Villaviciosa CS,ABRA,Abra Lone,VILLAVICIOSA,POBLACION,DEPED,OCT-SP,With Ownership,Yes with buildable space,0,1UNIT/s-1STY2CL,13,7,0
CAR,Apayao,305106,Apayao National Industrial Agricultural High School,APAYAO,Apayao Lone,CALANASAN (BAYAG),POBLACION,DEPED,OCT-SP,With Ownership,Yes with buildable space,23 x 14.5,None,23,14,0
CAR,Apayao,135228,Assat Elementary School,APAYAO,Apayao Lone,CALANASAN (BAYAG),,DEPED,TD-TAX DECLARATION,With Ownership,Yes with buildable space,26 X 17.5,1STY2CL,3,5,2
CAR,Apayao,135229,Ayayao ES,APAYAO,Apayao Lone,CALANASAN (BAYAG),EVA PUZON,DEPED,OCT-SP,With Ownership,Yes with buildable space,14.5 x 14,1STY1CL,1,4,3
CAR,Apayao,219021,Bucarot ES,APAYAO,Apayao Lone,CALANASAN (BAYAG),TANGLAGAN,DEPED,TD-TAX DECLARATION,With Ownership,Yes with buildable space,23 x 14.5,NONE,5,3,0
CAR,Apayao,501344,Butao Integrated School,APAYAO,Apayao Lone,CALANASAN (BAYAG),BUTAO,DEPED,TD-TAX DECLARATION,With Ownership,Yes with buildable space,45 x 17.5,NONE,8,8,0
CAR,Apayao,501756,CADACLAN INTEGRATED SCHOOL,APAYAO,Apayao Lone,CALANASAN (BAYAG),CADACLAN,DEPED,TD-TAX DECLARATION,With Ownership,Yes with buildable space,25 X 17.5,1STY1CL,6,11,5
CAR,Apayao,305110,Calanasan NHS,APAYAO,Apayao Lone,CALANASAN (BAYAG),NAMALTUGAN,DEPED,OCT-SP,With Ownership,Yes with buildable space,55 x 17.5,NONE,8,8,1
CAR,Apayao,135233,Ferdinand ES,APAYAO,Apayao Lone,CALANASAN (BAYAG),LUBONG,DEPED,OCT-SP,With Ownership,Yes with buildable space,33 x 17.5 ,1STY2CL,2,4,2
CAR,Apayao,135234,Kabugawan ES,APAYAO,Apayao Lone,CALANASAN (BAYAG),KABUGAWAN,DEPED,TD-TAX DECLARATION,With Ownership,Yes with buildable space,66 X 35,1STY4CL,3,4,1
CAR,Apayao,135235,Langnao Elementary School,APAYAO,Apayao Lone,CALANASAN (BAYAG),LANGNAO,DEPED,TD-TAX DECLARATION,With Ownership,Yes with buildable space,66 X 35,1STY4CL,0,4,4
CAR,Apayao,135240,Naguilian Norte  ES,APAYAO,Apayao Lone,CALANASAN (BAYAG),NAGUILIAN,DEPED,TD-TAX DECLARATION,With Ownership,Yes with buildable space,26 X 17.5,1STY2CL,5,4,0
CAR,Apayao,135242,Namaltugan ES,APAYAO,Apayao Lone,CALANASAN (BAYAG),NAMALTUGAN,DEPED,OCT-SP,With Ownership,Yes but with demolition,44 X 17.5,2UNIT/s-1STY4CL,3,5,2
CAR,Apayao,135243,Ninoy Aquino Elementary School,APAYAO,Apayao Lone,CALANASAN (BAYAG),TUBANG,DEPED,TD-TAX DECLARATION,With Ownership,Yes but with demolition,26 X 17.5,1UNIT/s-1STY2CL,4,4,0
CAR,Apayao,135244,Parina ES,APAYAO,Apayao Lone,CALANASAN (BAYAG),TANGLAGAN,DEPED,TD-TAX DECLARATION,With Ownership,Yes with buildable space,23 x 14.5,None,3,4,1
CAR,Apayao,135245,Pedro Bunot CS,APAYAO,Apayao Lone,CALANASAN (BAYAG),POBLACION,DEPED,OCT-SP,With Ownership,Yes with buildable space,44 X 17.5,1UNIT/s-2STY6CL,15,10,0
CAR,Apayao,305122,Pio Dalim Memorial SAT Main,APAYAO,Apayao Lone,CALANASAN (BAYAG),EVA PUZON,DEPED,OCT-SP,With Ownership,Yes with buildable space,14.5 x 14,None,15,6,0
CAR,Apayao,135246,Sabangan ES,APAYAO,Apayao Lone,CALANASAN (BAYAG),SABANGAN,DEPED,OCT-SP,With Ownership,Yes but with demolition,18 X 13.5,1UNIT/s-1STY2CL,4,6,2
CAR,Apayao,135247,Salongsong ES,APAYAO,Apayao Lone,CALANASAN (BAYAG),TANGLAGAN,DEPED,TD-TAX DECLARATION,With Ownership,Yes with buildable space,26 X 17.5,1UNIT/s-1STY2CL,3,5,2
CAR,Apayao,135248,Soda ES,APAYAO,Apayao Lone,CALANASAN (BAYAG),KABUGAWAN,DEPED,TD-TAX DECLARATION,With Ownership,No buildable space,,,1,3,2
CAR,Apayao,135249,Sta. Filomena ES,APAYAO,Apayao Lone,CALANASAN (BAYAG),SANTA FILOMENA,DEPED,OCT-SP,With Ownership,Yes with buildable space,44 X 17.5,1UNIT/s-1STY2CL,5,7,2
CAR,Apayao,135250,Tanglagan ES,APAYAO,Apayao Lone,CALANASAN (BAYAG),TANGLAGAN,DEPED,OCT-SP,With Ownership,Yes with buildable space,44 X 17.5,2UNIT/s-4STY20CL,10,7,0
CAR,Apayao,318804,tanglagan national high school,APAYAO,Apayao Lone,CALANASAN (BAYAG),TANGLAGAN,DEPED,OCT-SP,With Ownership,Yes with buildable space,46 X 17.5,None,15,10,0
CAR,Apayao,135251,Tubongan ES,APAYAO,Apayao Lone,CALANASAN (BAYAG),TUBONGAN,DEPED,TD-TAX DECLARATION,With Ownership,Yes with buildable space,26 X 17.5,1STY2CL,4,4,0
CAR,Apayao,502647,Allangigan Integrated School,APAYAO,Apayao Lone,CONNER,ALLANGIGAN,DEPED,TD-TAX DECLARATION,With Ownership,Yes with buildable space,44 X 17.5,1UNIT/s-1STY2CL,0,0,0
CAR,Apayao,219006,Apaya ES,APAYAO,Apayao Lone,CONNER,MAWEGUI,DEPED,DOD-DEED OF DONATION,With Ownership,Yes with buildable space,26 X 17.5,1STY2CL,4,4,0
CAR,Apayao,135253,Banban ES,APAYAO,Apayao Lone,CONNER,BANBAN,DEPED,TD-TAX DECLARATION,With Ownership,Yes with buildable space,26 X 17.5,1UNIT/s-1STY2CL,7,7,0
CAR,Apayao,219016,Bubog ES,APAYAO,Apayao Lone,CONNER,NABUANGAN,DEPED,TD-TAX DECLARATION,With Ownership,Yes with buildable space,26 X 17.5,1STY2CL,1,3,2
CAR,Apayao,135263,Buguit Elementary School,APAYAO,Apayao Lone,CONNER,GUINAANG,DEPED,TD-TAX DECLARATION,With Ownership,Yes with buildable space,33 x 17.5 ,1STY2CL,3,4,1
CAR,Apayao,135256,Buneg Elementary School,APAYAO,Apayao Lone,CONNER,NABUANGAN,DEPED,TD-TAX DECLARATION,With Ownership,Yes with buildable space,23 x 14.5,NONE,4,3,0
