region,division,school_id,school_name,province,legislative_district,municipality,barangay,type_of_ownership,ownership,buildable_space,dimension,scope_of_work
BARMM,Basilan,133175,Sungkayut PS,BASILAN,Basilan Lone,UNGKAYA PUKAN,SUNGKAYUT,,47K LIST - No Status of Site ownership,,,
BARMM,Basilan,133177,Tongbato ES,BASILAN,Basilan Lone,UNGKAYA PUKAN,TONGBATO,,47K LIST - No Status of Site ownership,,,
BARMM,Basilan,133178,Ulitan ES,BASILAN,Basilan Lone,UNGKAYA PUKAN,ULITAN,,47K LIST - No Status of Site ownership,,,
BARMM,Basilan,306296,UNGKAYA PUKAN NATIONAL HIGH SCHOOL,BASILAN,Basilan Lone,UNGKAYA PUKAN,MATERLING,,47K LIST - No Status of Site ownership,,,
BARMM,Lamitan City,132991,B. Aldana Central Elementary School,BASILAN,Basilan Lone,CITY OF LAMITAN,LIMO-OK,,47K LIST - No Status of Site ownership,,,
BARMM,Lamitan City,132981,Baas ES,BASILAN,Basilan Lone,CITY OF LAMITAN,BA-AS,,47K LIST - No Status of Site ownership,,,
BARMM,Lamitan City,132982,Baimbing ES,BASILAN,Basilan Lone,CITY OF LAMITAN,BAIMBING,,47K LIST - No Status of Site ownership,,,
BARMM,Lamitan City,133006,Balagtasan ES,BASILAN,Basilan Lone,CITY OF LAMITAN,BALAGTASAN,,47K LIST - No Status of Site ownership,,,
BARMM,Lamitan City,132992,Balas ES,BASILAN,Basilan Lone,CITY OF LAMITAN,BALAS,,47K LIST - No Status of Site ownership,,,
BARMM,Lamitan City,132993,Balobo ES,BASILAN,Basilan Lone,CITY OF LAMITAN,BALOBO,,47K LIST - No Status of Site ownership,,,
BARMM,Lamitan City,133008,Baungus Elem. School,BASILAN,Basilan Lone,CITY OF LAMITAN,BAUNGOS,,47K LIST - No Status of Site ownership,,,
BARMM,Lamitan City,254001,Bidcanon PS,BASILAN,Basilan Lone,CITY OF LAMITAN,BOHENANGE,,47K LIST - No Status of Site ownership,,,
BARMM,Lamitan City,137069,Bohebessey PS,BASILAN,Basilan Lone,CITY OF LAMITAN,BOHEBESSEY,,47K LIST - No Status of Site ownership,,,
BARMM,Lamitan City,132994,Bohe-Ibu ES,BASILAN,Basilan Lone,CITY OF LAMITAN,BOHEIBU,,47K LIST - No Status of Site ownership,,,
BARMM,Lamitan City,133009,Bohenange Elementary School,BASILAN,Basilan Lone,CITY OF LAMITAN,BOHENANGE,,47K LIST - No Status of Site ownership,,,
BARMM,Lamitan City,132995,Boheyakan ES,BASILAN,Basilan Lone,CITY OF LAMITAN,BOHEYAKAN,,47K LIST - No Status of Site ownership,,,
BARMM,Lamitan City,133010,Boheyawas ES,BASILAN,Basilan Lone,CITY OF LAMITAN,BOHEYAWAS,,47K LIST - No Status of Site ownership,,,
BARMM,Lamitan City,133011,Buahan ES,BASILAN,Basilan Lone,CITY OF LAMITAN,BUAHAN,,47K LIST - No Status of Site ownership,,,
BARMM,Lamitan City,215002,Bulanting ES,BASILAN,Basilan Lone,CITY OF LAMITAN,BULANTING,,47K LIST - No Status of Site ownership,,,
BARMM,Lamitan City,132996,Bulingan ES,BASILAN,Basilan Lone,CITY OF LAMITAN,BULINGAN,,47K LIST - No Status of Site ownership,,,
BARMM,Lamitan City,132997,Cabobo ES,BASILAN,Basilan Lone,CITY OF LAMITAN,CABOBO,,47K LIST - No Status of Site ownership,,,
BARMM,Lamitan City,133012,Calugusan ES,BASILAN,Basilan Lone,CITY OF LAMITAN,CALUGUSAN,,47K LIST - No Status of Site ownership,,,
BARMM,Lamitan City,132983,Campo Uno ES,BASILAN,Basilan Lone,CITY OF LAMITAN,CAMPO UNO,,47K LIST - No Status of Site ownership,,,
BARMM,Lamitan City,215003,Capengcongan ES,BASILAN,Basilan Lone,CITY OF LAMITAN,SANTA CLARA,,47K LIST - No Status of Site ownership,,,
BARMM,Lamitan City,132998,Colony Central Elementary School,BASILAN,Basilan Lone,CITY OF LAMITAN,COLONIA,,47K LIST - No Status of Site ownership,,,
BARMM,Lamitan City,304935,Colony National High School,BASILAN,Basilan Lone,CITY OF LAMITAN,COLONIA,,47K LIST - No Status of Site ownership,,,
BARMM,Lamitan City,330527,Damaso C. Furigay Jr. Memorial NHS,BASILAN,Basilan Lone,CITY OF LAMITAN,CALUGUSAN,,47K LIST - No Status of Site ownership,,,
BARMM,Lamitan City,132984,Dangkalan ES,BASILAN,Basilan Lone,CITY OF LAMITAN,KULAY BATO,,47K LIST - No Status of Site ownership,,,
BARMM,Lamitan City,127840,Danit Puntukan ES,BASILAN,Basilan Lone,CITY OF LAMITAN,DANIT-PUNTOCAN,,47K LIST - No Status of Site ownership,,,
BARMM,Lamitan City,133000,Hilltop ES,BASILAN,Basilan Lone,CITY OF LAMITAN,BOHESAPA,,47K LIST - No Status of Site ownership,,,
BARMM,Lamitan City,132985,Jose Rizal ES,BASILAN,Basilan Lone,CITY OF LAMITAN,MATATAG,,47K LIST - No Status of Site ownership,,,
BARMM,Lamitan City,132986,Lamitan CES,BASILAN,Basilan Lone,CITY OF LAMITAN,MAGANDA,,47K LIST - No Status of Site ownership,,,
BARMM,Lamitan City,132990,Lamitan City Sped Center,BASILAN,Basilan Lone,CITY OF LAMITAN,MAGANDA,,47K LIST - No Status of Site ownership,,,
BARMM,Lamitan City,304939,Lamitan National High School,BASILAN,Basilan Lone,CITY OF LAMITAN,LIMO-OK,,47K LIST - No Status of Site ownership,,,
BARMM,Lamitan City,132987,Lebbuh ES,BASILAN,Basilan Lone,CITY OF LAMITAN,LEBBUH,,47K LIST - No Status of Site ownership,,,
BARMM,Lamitan City,133001,Lo-ok ES,BASILAN,Basilan Lone,CITY OF LAMITAN,LO-OK,,47K LIST - No Status of Site ownership,,,
BARMM,Lamitan City,304940,Lo-ok National High School,BASILAN,Basilan Lone,CITY OF LAMITAN,LO-OK,,47K LIST - No Status of Site ownership,,,
BARMM,Lamitan City,133013,Luksumbang ES,BASILAN,Basilan Lone,CITY OF LAMITAN,LUKSUMBANG,,47K LIST - No Status of Site ownership,,,
BARMM,Lamitan City,133002,Lumutun ES,BASILAN,Basilan Lone,CITY OF LAMITAN,LUMUTON,,47K LIST - No Status of Site ownership,,,
BARMM,Lamitan City,133003,Mabini ES,BASILAN,Basilan Lone,CITY OF LAMITAN,SENGAL,,47K LIST - No Status of Site ownership,,,
BARMM,Lamitan City,132988,Magsaysay ES,BASILAN,Basilan Lone,CITY OF LAMITAN,BATO,,47K LIST - No Status of Site ownership,,,
BARMM,Lamitan City,133014,Maloong Legion ES,BASILAN,Basilan Lone,CITY OF LAMITAN,MALO-ONG CANAL,,47K LIST - No Status of Site ownership,,,
BARMM,Lamitan City,133004,Manawit PS,BASILAN,Basilan Lone,CITY OF LAMITAN,BOHESAPA,,47K LIST - No Status of Site ownership,,,
BARMM,Lamitan City,133005,Mt. Trail ES,BASILAN,Basilan Lone,CITY OF LAMITAN,ARCO,,47K LIST - No Status of Site ownership,,,
BARMM,Lamitan City,215006,P. Burgos ES,BASILAN,Basilan Lone,CITY OF LAMITAN,COLONIA,,47K LIST - No Status of Site ownership,,,
BARMM,Lamitan City,133015,Panansangan ES,BASILAN,Basilan Lone,CITY OF LAMITAN,UBIT,,47K LIST - No Status of Site ownership,,,
BARMM,Lamitan City,133151,Parangbasak CES,BASILAN,Basilan Lone,CITY OF LAMITAN,PARANGBASAK,,47K LIST - No Status of Site ownership,,,
BARMM,Lamitan City,304945,Parangbasak National High School,BASILAN,Basilan Lone,CITY OF LAMITAN,PARANGBASAK,,47K LIST - No Status of Site ownership,,,
BARMM,Lamitan City,132989,Sabong ES,BASILAN,Basilan Lone,CITY OF LAMITAN,SABONG,,47K LIST - No Status of Site ownership,,,
BARMM,Lamitan City,133016,San Jose Central Elementary School,BASILAN,Basilan Lone,CITY OF LAMITAN,MALO-ONG SAN JOSE,,47K LIST - No Status of Site ownership,,,
BARMM,Lamitan City,215007,Sapah Linsungan ES,BASILAN,Basilan Lone,CITY OF LAMITAN,UBIT,,47K LIST - No Status of Site ownership,,,
BARMM,Lamitan City,133153,Simbangon ES,BASILAN,Basilan Lone,CITY OF LAMITAN,SIMBANGON,,47K LIST - No Status of Site ownership,,,
BARMM,Lamitan City,133017,Sta. Clara Central ES,BASILAN,Basilan Lone,CITY OF LAMITAN,SANTA CLARA,,47K LIST - No Status of Site ownership,,,
BARMM,Lamitan City,133018,Suguemmul ES,BASILAN,Basilan Lone,CITY OF LAMITAN,MALO-ONG SAN JOSE,,47K LIST - No Status of Site ownership,,,
BARMM,Lamitan City,133019,Tandung Ahas ES,BASILAN,Basilan Lone,CITY OF LAMITAN,TANDONG AHAS,,47K LIST - No Status of Site ownership,,,
BARMM,Lamitan City,133020,Tumakid ES,BASILAN,Basilan Lone,CITY OF LAMITAN,TUMAKID,,47K LIST - No Status of Site ownership,,,
BARMM,Lamitan City,133021,Ubit ES,BASILAN,Basilan Lone,CITY OF LAMITAN,UBIT,,47K LIST - No Status of Site ownership,,,
BARMM,Lamitan City,318001,Ubit National High School,BASILAN,Basilan Lone,CITY OF LAMITAN,UBIT,,47K LIST - No Status of Site ownership,,,
BARMM,Lamitan City,133022,Ulame ES,BASILAN,Basilan Lone,CITY OF LAMITAN,ULAME,,47K LIST - No Status of Site ownership,,,
BARMM,Lamitan City,330526,Villa Assuncion National High School,BASILAN,Basilan Lone,CITY OF LAMITAN,ULAME,,47K LIST - No Status of Site ownership,,,
BARMM,Cotabato City,131257,Amirol ES,CITY OF COTABATO,Cotabato (North) 1st,COTABATO CITY,KALANGANAN,,47K LIST - No Status of Site ownership,,,
BARMM,Cotabato City,137288,BANGSAMORO PUBLIC MADRASAH,CITY OF COTABATO,Cotabato (North) 1st,COTABATO CITY,TAMONTAKA,,47K LIST - No Status of Site ownership,,,
BARMM,Cotabato City,131245,Buaya-Buaya Elementary School,CITY OF COTABATO,Cotabato (North) 1st,COTABATO CITY,KALANGANAN II,,47K LIST - No Status of Site ownership,,,
BARMM,Cotabato City,131246,Bubong Elementary School,CITY OF COTABATO,Cotabato (North) 1st,COTABATO CITY,KALANGANAN II,,47K LIST - No Status of Site ownership,,,
BARMM,Cotabato City,304628,CANIZARES NATIONAL HIGH SCHOOL- School of Arts and Trades,CITY OF COTABATO,Cotabato (North) 1st,COTABATO CITY,ROSARY HEIGHTS X,,47K LIST - No Status of Site ownership,,,
BARMM,Cotabato City,316903,CCNHS - ANNEX ( Bubong Site),CITY OF COTABATO,Cotabato (North) 1st,COTABATO CITY,KALANGANAN II,,47K LIST - No Status of Site ownership,,,
BARMM,Cotabato City,316906,CCNHS - Annex (Diocolano Site),CITY OF COTABATO,Cotabato (North) 1st,COTABATO CITY,TAMONTAKA V,,47K LIST - No Status of Site ownership,,,
BARMM,Cotabato City,316907,CCNHS - Annex (Don E. Sero Site),CITY OF COTABATO,Cotabato (North) 1st,COTABATO CITY,ROSARY HEIGHTS V,,47K LIST - No Status of Site ownership,,,
BARMM,Cotabato City,316905,CCNHS - Annex (LR Sebastian Site),CITY OF COTABATO,Cotabato (North) 1st,COTABATO CITY,ROSARY HEIGHTS XI,,47K LIST - No Status of Site ownership,,,
BARMM,Cotabato City,316908,CCNHS - Annex (PC Hill Site),CITY OF COTABATO,Cotabato (North) 1st,COTABATO CITY,ROSARY HEIGHTS I,,47K LIST - No Status of Site ownership,,,
BARMM,Cotabato City,316902,CCNHS - Datu Sema Kalantungan Site,CITY OF COTABATO,Cotabato (North) 1st,COTABATO CITY,TAMONTAKA IV,,47K LIST - No Status of Site ownership,,,
BARMM,Cotabato City,316904,CCNHS-ANNEX (Buaya-Buaya Site),CITY OF COTABATO,Cotabato (North) 1st,COTABATO CITY,KALANGANAN II,,47K LIST - No Status of Site ownership,,,
BARMM,Cotabato City,341593,Cotabato City Bangsamoro Stand Alone Senior High School,CITY OF COTABATO,Cotabato (North) 1st,COTABATO CITY,TAMONTAKA,,47K LIST - No Status of Site ownership,,,
BARMM,Cotabato City,131240,Cotabato City Central Pilot School,CITY OF COTABATO,Cotabato (North) 1st,COTABATO CITY,POBLACION VI,,47K LIST - No Status of Site ownership,,,
BARMM,Cotabato City,304630,Cotabato City NHS - Main,CITY OF COTABATO,Cotabato (North) 1st,COTABATO CITY,ROSARY HEIGHTS IV,,47K LIST - No Status of Site ownership,,,
BARMM,Cotabato City,304629,Cotabato City NHS - Rojas #13,CITY OF COTABATO,Cotabato (North) 1st,COTABATO CITY,ROSARY HEIGHTS I,,47K LIST - No Status of Site ownership,,,
BARMM,Cotabato City,131258,Darping ES,CITY OF COTABATO,Cotabato (North) 1st,COTABATO CITY,KALANGANAN I,,47K LIST - No Status of Site ownership,,,
BARMM,Cotabato City,131259,Datu Ayunan ES,CITY OF COTABATO,Cotabato (North) 1st,COTABATO CITY,KALANGANAN,,47K LIST - No Status of Site ownership,,,
BARMM,Cotabato City,304631,Datu Ayunan National High School,CITY OF COTABATO,Cotabato (North) 1st,COTABATO CITY,KALANGANAN,,47K LIST - No Status of Site ownership,,,
BARMM,Cotabato City,131263,Datu Siang Central School,CITY OF COTABATO,Cotabato (North) 1st,COTABATO CITY,POBLACION VII,,47K LIST - No Status of Site ownership,,,
BARMM,Cotabato City,304632,Datu Siang NHS,CITY OF COTABATO,Cotabato (North) 1st,COTABATO CITY,POBLACION VII,,47K LIST - No Status of Site ownership,,,
BARMM,Cotabato City,131260,Datu Usman Elementary School,CITY OF COTABATO,Cotabato (North) 1st,COTABATO CITY,BAGUA II,,47K LIST - No Status of Site ownership,,,
BARMM,Cotabato City,131247,Diocolano Elementary School,CITY OF COTABATO,Cotabato (North) 1st,COTABATO CITY,TAMONTAKA V,,47K LIST - No Status of Site ownership,,,
BARMM,Cotabato City,131264,Don E. Sero Elementary School,CITY OF COTABATO,Cotabato (North) 1st,COTABATO CITY,ROSARY HEIGHTS V,,47K LIST - No Status of Site ownership,,,
BARMM,Cotabato City,209505,Fernanda Borbon Elementary School,CITY OF COTABATO,Cotabato (North) 1st,COTABATO CITY,ROSARY HEIGHTS IX,,47K LIST - No Status of Site ownership,,,
BARMM,Cotabato City,131265,J. Marquez Elementary School,CITY OF COTABATO,Cotabato (North) 1st,COTABATO CITY,POBLACION,,47K LIST - No Status of Site ownership,,,
BARMM,Cotabato City,304633,J. Marquez NHS,CITY OF COTABATO,Cotabato (North) 1st,COTABATO CITY,POBLACION,,47K LIST - No Status of Site ownership,,,
BARMM,Cotabato City,131241,Kimpo Elementary School,CITY OF COTABATO,Cotabato (North) 1st,COTABATO CITY,ROSARY HEIGHTS XIII,,47K LIST - No Status of Site ownership,,,
BARMM,Cotabato City,131242,Krislamville ES,CITY OF COTABATO,Cotabato (North) 1st,COTABATO CITY,ROSARY HEIGHTS VI,,47K LIST - No Status of Site ownership,,,
BARMM,Cotabato City,131248,L.R. Sebastian ES,CITY OF COTABATO,Cotabato (North) 1st,COTABATO CITY,ROSARY HEIGHTS XI,,47K LIST - No Status of Site ownership,,,
BARMM,Cotabato City,131261,Lugay-Lugay Central School,CITY OF COTABATO,Cotabato (North) 1st,COTABATO CITY,BAGUA I,,47K LIST - No Status of Site ownership,,,
BARMM,Cotabato City,209504,Mandanas Elementary School,CITY OF COTABATO,Cotabato (North) 1st,COTABATO CITY,ROSARY HEIGHTS X,,47K LIST - No Status of Site ownership,,,
BARMM,Cotabato City,502084,Mohammad Integrated School,CITY OF COTABATO,Cotabato (North) 1st,COTABATO CITY,POBLACION IX,,47K LIST - No Status of Site ownership,,,
BARMM,Cotabato City,131250,Mokamadali Elementary School,CITY OF COTABATO,Cotabato (North) 1st,COTABATO CITY,TAMONTAKA IV,,47K LIST - No Status of Site ownership,,,
BARMM,Cotabato City,131252,Notre Dame Village Central ES,CITY OF COTABATO,Cotabato (North) 1st,COTABATO CITY,ROSARY HEIGHTS VIII,,47K LIST - No Status of Site ownership,,,
BARMM,Cotabato City,304634,Notre Dame Village National High School,CITY OF COTABATO,Cotabato (North) 1st,COTABATO CITY,ROSARY HEIGHTS VIII,,47K LIST - No Status of Site ownership,,,
BARMM,Cotabato City,131243,P.C. Hill Elementary School,CITY OF COTABATO,Cotabato (North) 1st,COTABATO CITY,ROSARY HEIGHTS I,,47K LIST - No Status of Site ownership,,,
BARMM,Cotabato City,131253,Pagalamatan Elementary School,CITY OF COTABATO,Cotabato (North) 1st,COTABATO CITY,TAMONTAKA III,,47K LIST - No Status of Site ownership,,,
BARMM,Cotabato City,304635,Pilot Provincial Science High School and Technology,CITY OF COTABATO,Cotabato (North) 1st,COTABATO CITY,TAMONTAKA I,,47K LIST - No Status of Site ownership,,,
BARMM,Cotabato City,131262,Rojas Central ES,CITY OF COTABATO,Cotabato (North) 1st,COTABATO CITY,ROSARY HEIGHTS XII,,47K LIST - No Status of Site ownership,,,
BARMM,Cotabato City,131244,Sero Central School,CITY OF COTABATO,Cotabato (North) 1st,COTABATO CITY,ROSARY HEIGHTS,,47K LIST - No Status of Site ownership,,,
BARMM,Cotabato City,131254,Tamontaka Central School,CITY OF COTABATO,Cotabato (North) 1st,COTABATO CITY,TAMONTAKA,,47K LIST - No Status of Site ownership,,,
BARMM,Cotabato City,131255,Timako Elementary School,CITY OF COTABATO,Cotabato (North) 1st,COTABATO CITY,KALANGANAN II,,47K LIST - No Status of Site ownership,,,
BARMM,Cotabato City,131256,Usman Baunga ES,CITY OF COTABATO,Cotabato (North) 1st,COTABATO CITY,TAMONTAKA II,,47K LIST - No Status of Site ownership,,,
BARMM,Cotabato City,131266,Vilo Central Elementary School,CITY OF COTABATO,Cotabato (North) 1st,COTABATO CITY,POBLACION IV,,47K LIST - No Status of Site ownership,,,
BARMM,Lanao del Sur - I,133212,Abaga ES,LANAO DEL SUR,Lanao del Sur 1st,BALINDONG (WATU),ABAGA,,47K LIST - No Status of Site ownership,,,
BARMM,Lanao del Sur - I,133225,Balindong CES,LANAO DEL SUR,Lanao del Sur 1st,BALINDONG (WATU),SALIPONGAN,,47K LIST - No Status of Site ownership,,,
BARMM,Lanao del Sur - I,133227,Bliss ES,LANAO DEL SUR,Lanao del Sur 1st,BALINDONG (WATU),LATI,,47K LIST - No Status of Site ownership,,,
BARMM,Lanao del Sur - I,133228,Buadintad PS,LANAO DEL SUR,Lanao del Sur 1st,BALINDONG (WATU),POBLACION (BALINDONG),,47K LIST - No Status of Site ownership,,,
BARMM,Lanao del Sur - I,133217,Bualan ES,LANAO DEL SUR,Lanao del Sur 1st,BALINDONG (WATU),BUALAN,,47K LIST - No Status of Site ownership,,,
BARMM,Lanao del Sur - I,133229,Bubong-Lalabuan ES,LANAO DEL SUR,Lanao del Sur 1st,BALINDONG (WATU),BUBONG,,47K LIST - No Status of Site ownership,,,
BARMM,Lanao del Sur - I,133231,Calimodan PS,LANAO DEL SUR,Lanao del Sur 1st,BALINDONG (WATU),MALAIG,,47K LIST - No Status of Site ownership,,,
BARMM,Lanao del Sur - I,133234,Dilausan ES,LANAO DEL SUR,Lanao del Sur 1st,BALINDONG (WATU),DILAUSAN,,47K LIST - No Status of Site ownership,,,
BARMM,Lanao del Sur - I,215501,Karigongan PS,LANAO DEL SUR,Lanao del Sur 1st,BALINDONG (WATU),BUBONG CADAPAAN,,47K LIST - No Status of Site ownership,,,
BARMM,Lanao del Sur - I,133235,Lalabuan PS,LANAO DEL SUR,Lanao del Sur 1st,BALINDONG (WATU),LALABUAN,,47K LIST - No Status of Site ownership,,,
BARMM,Lanao del Sur - I,133220,Lilod-Raya Pilot ES,LANAO DEL SUR,Lanao del Sur 1st,BALINDONG (WATU),RAYA,,47K LIST - No Status of Site ownership,,,
BARMM,Lanao del Sur - I,215518,Lilod-Raya Pilot ES (Annex),LANAO DEL SUR,Lanao del Sur 1st,BALINDONG (WATU),RAYA,,47K LIST - No Status of Site ownership,,,
BARMM,Lanao del Sur - I,133223,Lombayao CES,LANAO DEL SUR,Lanao del Sur 1st,BALINDONG (WATU),LUMBAYAO,,47K LIST - No Status of Site ownership,,,
BARMM,Lanao del Sur - I,133222,Lumbac Elementary School,LANAO DEL SUR,Lanao del Sur 1st,BALINDONG (WATU),LUMBAC WATO,,47K LIST - No Status of Site ownership,,,
BARMM,Lanao del Sur - I,133236,Magarang ES,LANAO DEL SUR,Lanao del Sur 1st,BALINDONG (WATU),MAGARANG,,47K LIST - No Status of Site ownership,,,
BARMM,Lanao del Sur - I,133237,Malaig ES,LANAO DEL SUR,Lanao del Sur 1st,BALINDONG (WATU),TOMAROMPONG,,47K LIST - No Status of Site ownership,,,
BARMM,Lanao del Sur - I,133224,Nusa ES,LANAO DEL SUR,Lanao del Sur 1st,BALINDONG (WATU),NUSA LUMBA RANAO,,47K LIST - No Status of Site ownership,,,
BARMM,Lanao del Sur - I,133238,Pagayawan Elementary School,LANAO DEL SUR,Lanao del Sur 1st,BALINDONG (WATU),PAGAYAWAN,,47K LIST - No Status of Site ownership,,,
BARMM,Lanao del Sur - I,133239,Paigoay PS,LANAO DEL SUR,Lanao del Sur 1st,BALINDONG (WATU),MALAIG,,47K LIST - No Status of Site ownership,,,
BARMM,Lanao del Sur - I,133240,Pantao Raya PS,LANAO DEL SUR,Lanao del Sur 1st,BALINDONG (WATU),POBLACION (BALINDONG),,47K LIST - No Status of Site ownership,,,
BARMM,Lanao del Sur - I,133241,Pantaragoo PS,LANAO DEL SUR,Lanao del Sur 1st,BALINDONG (WATU),PANTARAGOO,,47K LIST - No Status of Site ownership,,,
BARMM,Lanao del Sur - I,215524,Saliwato PS,LANAO DEL SUR,Lanao del Sur 1st,BALINDONG (WATU),LATI,,47K LIST - No Status of Site ownership,,,
BARMM,Lanao del Sur - I,133242,Talob PS,LANAO DEL SUR,Lanao del Sur 1st,BALINDONG (WATU),TALUB,,47K LIST - No Status of Site ownership,,,
BARMM,Lanao del Sur - I,133243,Tuka PS,LANAO DEL SUR,Lanao del Sur 1st,BALINDONG (WATU),TUKA BUBONG,,47K LIST - No Status of Site ownership,,,
BARMM,Lanao del Sur - I,318122,Abedin Mem. NHS,LANAO DEL SUR,Lanao del Sur 1st,BUADIPOSO-BUNTONG,KATOGONAN,,47K LIST - No Status of Site ownership,,,
BARMM,Lanao del Sur - I,133258,Bacolod PS,LANAO DEL SUR,Lanao del Sur 1st,BUADIPOSO-BUNTONG,BACOLOD,,47K LIST - No Status of Site ownership,,,
BARMM,Lanao del Sur - I,133259,Buadiposo Elementary School,LANAO DEL SUR,Lanao del Sur 1st,BUADIPOSO-BUNTONG,BUADIPOSO PROPER,,47K LIST - No Status of Site ownership,,,
BARMM,Lanao del Sur - I,304960,Buadiposo-Buntong NHS,LANAO DEL SUR,Lanao del Sur 1st,BUADIPOSO-BUNTONG,LUMBAC,,47K LIST - No Status of Site ownership,,,
BARMM,Lanao del Sur - I,196766,Buntong ES (Pob Annex),LANAO DEL SUR,Lanao del Sur 1st,BUADIPOSO-BUNTONG,MANACAB (POB.),,47K LIST - No Status of Site ownership,,,
BARMM,Lanao del Sur - I,133260,Buntong Poblacion ES ( main ),LANAO DEL SUR,Lanao del Sur 1st,BUADIPOSO-BUNTONG,MANACAB (POB.),,47K LIST - No Status of Site ownership,,,
BARMM,Lanao del Sur - I,133261,Catogonan ES,LANAO DEL SUR,Lanao del Sur 1st,BUADIPOSO-BUNTONG,KATOGONAN,,47K LIST - No Status of Site ownership,,,
BARMM,Lanao del Sur - I,133263,Gata ES,LANAO DEL SUR,Lanao del Sur 1st,BUADIPOSO-BUNTONG,GATA,,47K LIST - No Status of Site ownership,,,
BARMM,Lanao del Sur - I,133264,Lumbac ES,LANAO DEL SUR,Lanao del Sur 1st,BUADIPOSO-BUNTONG,LUMBAC,,47K LIST - No Status of Site ownership,,,
BARMM,Lanao del Sur - I,133265,Lumbatan ES,LANAO DEL SUR,Lanao del Sur 1st,BUADIPOSO-BUNTONG,LUMBATAN PATAINGUD,,47K LIST - No Status of Site ownership,,,
BARMM,Lanao del Sur - I,133266,Ragondingan CES,LANAO DEL SUR,Lanao del Sur 1st,BUADIPOSO-BUNTONG,BOTO RAGONDINGAN,,47K LIST - No Status of Site ownership,,,
BARMM,Lanao del Sur - I,133267,Sapot PS,LANAO DEL SUR,Lanao del Sur 1st,BUADIPOSO-BUNTONG,SAPOT,,47K LIST - No Status of Site ownership,,,
BARMM,Lanao del Sur - I,133268,Tuka PS,LANAO DEL SUR,Lanao del Sur 1st,BUADIPOSO-BUNTONG,TUKA,,47K LIST - No Status of Site ownership,,,
BARMM,Lanao del Sur - I,133244,Bagoa-ingud PS,LANAO DEL SUR,Lanao del Sur 1st,BUBONG,BAGOAINGUD,,47K LIST - No Status of Site ownership,,,
BARMM,Lanao del Sur - I,133251,Batangan CES,LANAO DEL SUR,Lanao del Sur 1st,BUBONG,BATANGAN,,47K LIST - No Status of Site ownership,,,
BARMM,Lanao del Sur - I,133245,Bubong ES,LANAO DEL SUR,Lanao del Sur 1st,BUBONG,POBLACION (BUBONG),,47K LIST - No Status of Site ownership,,,
BARMM,Lanao del Sur - I,133252,Carigongan PS,LANAO DEL SUR,Lanao del Sur 1st,BUBONG,CARIGONGAN,,47K LIST - No Status of Site ownership,,,
BARMM,Lanao del Sur - I,133253,Datu Alambas Elementary School,LANAO DEL SUR,Lanao del Sur 1st,BUBONG,SALIPONGAN,,47K LIST - No Status of Site ownership,,,
BARMM,Lanao del Sur - I,324601,Datu Mamintal Adiong Sr. Mem. NHS,LANAO DEL SUR,Lanao del Sur 1st,BUBONG,MADANDING,,47K LIST - No Status of Site ownership,,,
BARMM,Lanao del Sur - I,133246,Dilimbayan PS,LANAO DEL SUR,Lanao del Sur 1st,BUBONG,RAMAIN BUBONG,,47K LIST - No Status of Site ownership,,,
BARMM,Lanao del Sur - I,133254,Dimapatoy ES,LANAO DEL SUR,Lanao del Sur 1st,BUBONG,DIMAPATOY,,47K LIST - No Status of Site ownership,,,
BARMM,Lanao del Sur - I,318116,East Bayabao Integrated NHS of Vocational  Technology,LANAO DEL SUR,Lanao del Sur 1st,BUBONG,BUBONGA DIDAGUN,,47K LIST - No Status of Site ownership,,,
BARMM,Lanao del Sur - I,133247,Matampay ES,LANAO DEL SUR,Lanao del Sur 1st,BUBONG,MATAMPAY DIMARAO,,47K LIST - No Status of Site ownership,,,
